,AIRCRAFT,ORIGIN,STD_MIN,STA_MIN,ATD_MIN,Distance_km,0,1,2,3
276,E145,BLR,27481150,27481215,27481414,463.8928171,0.0,1.0,1.0,0.0
277,E145,BLR,27479710,27479775,27479710,463.8928171,0.0,1.0,1.0,0.0
278,E145,BLR,27478270,27478335,27478277,463.8928171,0.0,1.0,1.0,0.0
279,E145,BLR,27476830,27476895,27476835,463.8928171,0.0,1.0,1.0,0.0
280,E145,BLR,27475390,27475455,27475391,463.8928171,0.0,1.0,1.0,0.0
281,E145,BLR,27473950,27474015,27473955,463.8928171,0.0,1.0,1.0,0.0
282,E145,BLR,27472510,27472575,27472510,463.8928171,0.0,1.0,1.0,0.0
283,E145,BLR,27471070,27471135,27471113,463.8928171,0.0,1.0,1.0,0.0
284,E145,BLR,27469630,27469695,27469635,463.8928171,0.0,1.0,1.0,0.0
285,E145,BLR,27468190,27468255,27468251,463.8928171,0.0,1.0,1.0,0.0
286,E145,BLR,27466750,27466815,27466774,463.8928171,0.0,1.0,1.0,0.0
287,E145,BLR,27465310,27465375,27465334,463.8928171,0.0,1.0,1.0,0.0
288,E145,BLR,27463870,27463935,27463868,463.8928171,0.0,1.0,1.0,0.0
289,E145,BLR,27462430,27462495,27462449,463.8928171,0.0,1.0,1.0,0.0
290,E145,BLR,27460990,27461055,27460989,463.8928171,0.0,1.0,1.0,0.0
291,E145,BLR,27459550,27459615,27459555,463.8928171,0.0,1.0,1.0,0.0
292,E145,BLR,27458110,27458175,27458116,463.8928171,0.0,1.0,1.0,0.0
293,E145,BLR,27456670,27456735,27456690,463.8928171,0.0,1.0,1.0,0.0
294,E145,BLR,27455230,27455295,27455231,463.8928171,0.0,1.0,1.0,0.0
295,E145,BLR,27453790,27453855,27453807,463.8928171,0.0,1.0,1.0,0.0
296,E145,BLR,27452350,27452415,27452377,463.8928171,0.0,1.0,1.0,0.0
297,E145,BLR,27450910,27450975,27450935,463.8928171,0.0,1.0,1.0,0.0
298,E145,BLR,27449470,27449535,27449490,463.8928171,0.0,1.0,1.0,0.0
299,E145,BLR,27448030,27448095,27448046,463.8928171,0.0,1.0,1.0,0.0
300,E145,BLR,27446590,27446655,27446617,463.8928171,0.0,1.0,1.0,0.0
301,E145,BLR,27445150,27445215,27445214,463.8928171,0.0,1.0,1.0,0.0
302,E145,BLR,27443710,27443775,27443732,463.8928171,0.0,1.0,1.0,0.0
303,E145,BLR,27442270,27442335,27442287,463.8928171,0.0,1.0,1.0,0.0
304,E145,BLR,27440830,27440895,27440849,463.8928171,0.0,1.0,1.0,0.0
305,E145,BLR,27439390,27439455,27439510,463.8928171,0.0,1.0,1.0,0.0
306,E145,BLR,27437950,27438015,27437958,463.8928171,0.0,1.0,1.0,0.0
307,E145,BLR,27436510,27436575,27436531,463.8928171,0.0,1.0,1.0,0.0
308,E145,BLR,27435070,27435135,27435095,463.8928171,0.0,1.0,1.0,0.0
309,E145,BLR,27433630,27433695,27433661,463.8928171,0.0,1.0,1.0,0.0
310,E145,BLR,27432190,27432255,27432224,463.8928171,0.0,1.0,1.0,0.0
311,E145,BLR,27430750,27430815,27430761,463.8928171,0.0,1.0,1.0,0.0
312,E145,BLR,27429310,27429375,27429323,463.8928171,0.0,1.0,1.0,0.0
313,E145,BLR,27427870,27427935,27427903,463.8928171,0.0,1.0,1.0,0.0
314,E145,BLR,27426430,27426495,27426442,463.8928171,0.0,1.0,1.0,0.0
315,E145,BLR,27424990,27425055,27424999,463.8928171,0.0,1.0,1.0,0.0
316,E145,BLR,27423550,27423615,27423562,463.8928171,0.0,1.0,1.0,0.0
317,E145,BLR,27422110,27422175,27422121,463.8928171,0.0,1.0,1.0,0.0
318,E145,BLR,27420670,27420735,27420682,463.8928171,0.0,1.0,1.0,0.0
319,E145,BLR,27419230,27419295,27419235,463.8928171,0.0,1.0,1.0,0.0
320,E145,BLR,27417790,27417855,27417892,463.8928171,0.0,1.0,1.0,0.0
321,E145,BLR,27416350,27416415,27416488,463.8928171,0.0,1.0,1.0,0.0
322,E145,BLR,27414910,27414975,27414917,463.8928171,0.0,1.0,1.0,0.0
323,E145,BLR,27413470,27413535,27413485,463.8928171,0.0,1.0,1.0,0.0
324,E145,BLR,27412030,27412095,27412039,463.8928171,0.0,1.0,1.0,0.0
325,E145,BLR,27410590,27410655,27410606,463.8928171,0.0,1.0,1.0,0.0
326,E145,BLR,27409150,27409215,27409159,463.8928171,0.0,1.0,1.0,0.0
327,E145,BLR,27407710,27407775,27407727,463.8928171,0.0,1.0,1.0,0.0
328,E145,BLR,27406270,27406335,27406290,463.8928171,0.0,1.0,1.0,0.0
329,E145,BLR,27404830,27404895,27404844,463.8928171,0.0,1.0,1.0,0.0
330,E145,BLR,27403390,27403455,27403395,463.8928171,0.0,1.0,1.0,0.0
331,E145,BLR,27401950,27402015,27401972,463.8928171,0.0,1.0,1.0,0.0
332,E145,BLR,27400510,27400575,27400518,463.8928171,0.0,1.0,1.0,0.0
333,E145,BLR,27399070,27399135,27399084,463.8928171,0.0,1.0,1.0,0.0
334,E145,BLR,27397630,27397695,27397650,463.8928171,0.0,1.0,1.0,0.0
335,E145,BLR,27396190,27396255,27396211,463.8928171,0.0,1.0,1.0,0.0
336,E145,BLR,27394750,27394815,27394764,463.8928171,0.0,1.0,1.0,0.0
337,E145,BLR,27393310,27393375,27393326,463.8928171,0.0,1.0,1.0,0.0
338,E145,BLR,27391870,27391935,27391915,463.8928171,0.0,1.0,1.0,0.0
339,E145,BLR,27390430,27390495,27390529,463.8928171,0.0,1.0,1.0,0.0
340,AT76,BLR,27914815,27914905,27914831,463.8928171,1.0,0.0,1.0,0.0
341,AT76,BLR,27913375,27913465,27913397,463.8928171,1.0,0.0,1.0,0.0
342,AT76,BLR,27911935,27912025,27911945,463.8928171,1.0,0.0,1.0,0.0
343,AT76,BLR,27910495,27910585,27910507,463.8928171,1.0,0.0,1.0,0.0
344,AT76,BLR,27909055,27909145,27909092,463.8928171,1.0,0.0,1.0,0.0
345,AT76,BLR,27907615,27907705,27907634,463.8928171,1.0,0.0,1.0,0.0
346,AT76,BLR,27906175,27906265,27906185,463.8928171,1.0,0.0,1.0,0.0
347,AT76,BLR,27904735,27904825,27904751,463.8928171,1.0,0.0,1.0,0.0
348,AT76,BLR,27903295,27903385,27903322,463.8928171,1.0,0.0,1.0,0.0
349,AT76,BLR,27901855,27901945,27902061,463.8928171,1.0,0.0,1.0,0.0
350,AT76,BLR,27900415,27900505,27900499,463.8928171,1.0,0.0,1.0,0.0
351,AT76,BLR,27898975,27899065,27899014,463.8928171,1.0,0.0,1.0,0.0
352,AT76,BLR,27897535,27897625,27897606,463.8928171,1.0,0.0,1.0,0.0
353,AT76,BLR,27896095,27896185,27896094,463.8928171,1.0,0.0,1.0,0.0
354,AT76,BLR,27894655,27894745,27894742,463.8928171,1.0,0.0,1.0,0.0
355,AT76,BLR,27893215,27893305,27893230,463.8928171,1.0,0.0,1.0,0.0
356,AT76,BLR,27891775,27891865,27891790,463.8928171,1.0,0.0,1.0,0.0
357,AT76,BLR,27890335,27890425,27890354,463.8928171,1.0,0.0,1.0,0.0
358,AT76,BLR,27888895,27888985,27889150,463.8928171,1.0,0.0,1.0,0.0
359,AT76,BLR,27887455,27887545,27887505,463.8928171,1.0,0.0,1.0,0.0
360,AT76,BLR,27886015,27886105,27886039,463.8928171,1.0,0.0,1.0,0.0
361,AT76,BLR,27884575,27884665,27884608,463.8928171,1.0,0.0,1.0,0.0
362,AT76,BLR,27883135,27883225,27883181,463.8928171,1.0,0.0,1.0,0.0
363,AT76,BLR,27881695,27881785,27881710,463.8928171,1.0,0.0,1.0,0.0
364,AT76,BLR,27880255,27880345,27880265,463.8928171,1.0,0.0,1.0,0.0
365,AT76,BLR,27878815,27878905,27878835,463.8928171,1.0,0.0,1.0,0.0
366,AT76,BLR,27877375,27877465,27877386,463.8928171,1.0,0.0,1.0,0.0
367,AT76,BLR,27875935,27876025,27875946,463.8928171,1.0,0.0,1.0,0.0
368,AT76,BLR,27874495,27874585,27874504,463.8928171,1.0,0.0,1.0,0.0
369,AT76,BLR,27873055,27873145,27873064,463.8928171,1.0,0.0,1.0,0.0
370,AT76,BLR,27871615,27871705,27871650,463.8928171,1.0,0.0,1.0,0.0
371,AT76,BLR,27870175,27870265,27870358,463.8928171,1.0,0.0,1.0,0.0
372,AT76,BLR,27868735,27868825,27868907,463.8928171,1.0,0.0,1.0,0.0
373,AT76,BLR,27867295,27867385,27867328,463.8928171,1.0,0.0,1.0,0.0
374,AT76,BLR,27865855,27865945,27865856,463.8928171,1.0,0.0,1.0,0.0
375,AT76,BLR,27864415,27864505,27864433,463.8928171,1.0,0.0,1.0,0.0
376,AT76,BLR,27862975,27863065,27862984,463.8928171,1.0,0.0,1.0,0.0
377,AT76,BLR,27861535,27861625,27861553,463.8928171,1.0,0.0,1.0,0.0
378,AT76,BLR,27860095,27860185,27860123,463.8928171,1.0,0.0,1.0,0.0
379,AT76,BLR,27858655,27858745,27858911,463.8928171,1.0,0.0,1.0,0.0
380,AT76,BLR,27857215,27857305,27857261,463.8928171,1.0,0.0,1.0,0.0
381,AT76,BLR,27855775,27855865,27855784,463.8928171,1.0,0.0,1.0,0.0
382,AT76,BLR,27854335,27854425,27854338,463.8928171,1.0,0.0,1.0,0.0
383,AT76,BLR,27852895,27852985,27852917,463.8928171,1.0,0.0,1.0,0.0
384,AT76,BLR,27851455,27851545,27851465,463.8928171,1.0,0.0,1.0,0.0
385,AT76,BLR,27850015,27850105,27850025,463.8928171,1.0,0.0,1.0,0.0
386,AT76,BLR,27848575,27848665,27848584,463.8928171,1.0,0.0,1.0,0.0
387,AT76,BLR,27847135,27847225,27847178,463.8928171,1.0,0.0,1.0,0.0
388,AT76,BLR,27845695,27845785,27845707,463.8928171,1.0,0.0,1.0,0.0
389,AT76,BLR,27844255,27844345,27844262,463.8928171,1.0,0.0,1.0,0.0
390,AT76,BLR,27842815,27842905,27842827,463.8928171,1.0,0.0,1.0,0.0
391,AT76,BLR,27841375,27841465,27841397,463.8928171,1.0,0.0,1.0,0.0
392,AT76,BLR,27839935,27840025,27839935,463.8928171,1.0,0.0,1.0,0.0
393,AT76,BLR,27838495,27838585,27838555,463.8928171,1.0,0.0,1.0,0.0
394,AT76,BLR,27837055,27837145,27837100,463.8928171,1.0,0.0,1.0,0.0
395,AT76,BLR,27835615,27835705,27835635,463.8928171,1.0,0.0,1.0,0.0
396,AT76,BLR,27834175,27834265,27834200,463.8928171,1.0,0.0,1.0,0.0
397,AT76,BLR,27832735,27832825,27832759,463.8928171,1.0,0.0,1.0,0.0
398,AT76,BLR,27831295,27831385,27831317,463.8928171,1.0,0.0,1.0,0.0
399,AT76,BLR,27829855,27829945,27830075,463.8928171,1.0,0.0,1.0,0.0
400,AT76,BLR,27828415,27828505,27828438,463.8928171,1.0,0.0,1.0,0.0
401,AT76,BLR,27826975,27827065,27826989,463.8928171,1.0,0.0,1.0,0.0
402,AT76,BLR,27825535,27825625,27825562,463.8928171,1.0,0.0,1.0,0.0
403,AT76,BLR,27824095,27824185,27824151,463.8928171,1.0,0.0,1.0,0.0
404,AT76,BLR,27822655,27822745,27822670,463.8928171,1.0,0.0,1.0,0.0
405,AT76,BLR,27821215,27821305,27821247,463.8928171,1.0,0.0,1.0,0.0
406,AT76,BLR,27819775,27819865,27819783,463.8928171,1.0,0.0,1.0,0.0
407,AT76,BLR,27818335,27818425,27818342,463.8928171,1.0,0.0,1.0,0.0
408,AT76,BLR,27816895,27816985,27816920,463.8928171,1.0,0.0,1.0,0.0
409,AT76,BLR,27815455,27815545,27815471,463.8928171,1.0,0.0,1.0,0.0
410,AT76,BLR,27814015,27814105,27814037,463.8928171,1.0,0.0,1.0,0.0
411,AT76,BLR,27812575,27812665,27812589,463.8928171,1.0,0.0,1.0,0.0
412,AT76,BLR,27811135,27811225,27811171,463.8928171,1.0,0.0,1.0,0.0
413,AT76,BLR,27809695,27809785,27809739,463.8928171,1.0,0.0,1.0,0.0
414,AT76,BLR,27808255,27808345,27808465,463.8928171,1.0,0.0,1.0,0.0
415,AT76,BLR,27806815,27806905,27806830,463.8928171,1.0,0.0,1.0,0.0
416,AT76,BLR,27805375,27805465,27805388,463.8928171,1.0,0.0,1.0,0.0
417,AT76,BLR,27803935,27804025,27803946,463.8928171,1.0,0.0,1.0,0.0
418,AT76,BLR,27802495,27802585,27802548,463.8928171,1.0,0.0,1.0,0.0
419,AT76,BLR,27801055,27801145,27801060,463.8928171,1.0,0.0,1.0,0.0
420,AT76,BLR,27798175,27798265,27798192,463.8928171,1.0,0.0,1.0,0.0
421,AT76,BLR,27796735,27796825,27796753,463.8928171,1.0,0.0,1.0,0.0
422,AT76,BLR,27795295,27795385,27795310,463.8928171,1.0,0.0,1.0,0.0
423,AT76,BLR,27793855,27793945,27793873,463.8928171,1.0,0.0,1.0,0.0
424,AT76,BLR,27792415,27792505,27792441,463.8928171,1.0,0.0,1.0,0.0
425,AT76,BLR,27790975,27791065,27790986,463.8928171,1.0,0.0,1.0,0.0
426,AT76,BLR,27789535,27789625,27789545,463.8928171,1.0,0.0,1.0,0.0
427,AT76,BLR,27788095,27788185,27788111,463.8928171,1.0,0.0,1.0,0.0
428,AT76,BLR,27786655,27786745,27786662,463.8928171,1.0,0.0,1.0,0.0
429,AT76,BLR,27785215,27785305,27785220,463.8928171,1.0,0.0,1.0,0.0
430,AT76,BLR,27783775,27783865,27783793,463.8928171,1.0,0.0,1.0,0.0
431,AT76,BLR,27782335,27782425,27782358,463.8928171,1.0,0.0,1.0,0.0
432,AT76,BLR,27780895,27780985,27780902,463.8928171,1.0,0.0,1.0,0.0
433,AT76,BLR,27779455,27779545,27779470,463.8928171,1.0,0.0,1.0,0.0
434,AT76,BLR,27778015,27778105,27778028,463.8928171,1.0,0.0,1.0,0.0
435,AT76,BLR,27776575,27776665,27776580,463.8928171,1.0,0.0,1.0,0.0
436,AT76,BLR,27775135,27775225,27775124,463.8928171,1.0,0.0,1.0,0.0
437,AT76,BLR,27773695,27773785,27773697,463.8928171,1.0,0.0,1.0,0.0
438,AT76,BLR,27772255,27772345,27772275,463.8928171,1.0,0.0,1.0,0.0
439,AT76,BLR,27770815,27770905,27770820,463.8928171,1.0,0.0,1.0,0.0
440,AT76,BLR,27767935,27768025,27768194,463.8928171,1.0,0.0,1.0,0.0
441,AT76,BLR,27766495,27766585,27766518,463.8928171,1.0,0.0,1.0,0.0
442,AT76,BLR,27765055,27765145,27765064,463.8928171,1.0,0.0,1.0,0.0
443,AT76,BLR,27763615,27763705,27763640,463.8928171,1.0,0.0,1.0,0.0
444,AT76,BLR,27762175,27762265,27762194,463.8928171,1.0,0.0,1.0,0.0
445,AT76,BLR,27760735,27760825,27760745,463.8928171,1.0,0.0,1.0,0.0
446,AT76,BLR,27759295,27759385,27759304,463.8928171,1.0,0.0,1.0,0.0
447,AT76,BLR,27757855,27757945,27757861,463.8928171,1.0,0.0,1.0,0.0
448,AT76,BLR,27756415,27756505,27756438,463.8928171,1.0,0.0,1.0,0.0
449,AT76,BLR,27754975,27755065,27754984,463.8928171,1.0,0.0,1.0,0.0
450,AT76,BLR,27753535,27753625,27753534,463.8928171,1.0,0.0,1.0,0.0
451,AT76,BLR,27752095,27752185,27752059,463.8928171,1.0,0.0,1.0,0.0
452,AT76,BLR,27750655,27750745,27750772,463.8928171,1.0,0.0,1.0,0.0
453,AT76,BLR,27750655,27750745,27750765,463.8928171,1.0,0.0,1.0,0.0
454,AT76,BLR,27749215,27749305,27749224,463.8928171,1.0,0.0,1.0,0.0
455,AT76,BLR,27747775,27747865,27747788,463.8928171,1.0,0.0,1.0,0.0
456,AT76,BLR,27746335,27746425,27746490,463.8928171,1.0,0.0,1.0,0.0
457,AT76,BLR,27744895,27744985,27744906,463.8928171,1.0,0.0,1.0,0.0
458,AT76,BLR,27743455,27743545,27743657,463.8928171,1.0,0.0,1.0,0.0
459,AT76,BLR,27742015,27742105,27742007,463.8928171,1.0,0.0,1.0,0.0
460,AT76,BLR,27740575,27740665,27740569,463.8928171,1.0,0.0,1.0,0.0
461,AT76,BLR,27739135,27739225,27739149,463.8928171,1.0,0.0,1.0,0.0
462,AT76,BLR,27737695,27737785,27737707,463.8928171,1.0,0.0,1.0,0.0
463,AT76,BLR,27736255,27736345,27736403,463.8928171,1.0,0.0,1.0,0.0
464,AT76,BLR,27733375,27733465,27733378,463.8928171,1.0,0.0,1.0,0.0
465,AT76,BLR,27731935,27732025,27731941,463.8928171,1.0,0.0,1.0,0.0
466,AT76,BLR,27730495,27730585,27730495,463.8928171,1.0,0.0,1.0,0.0
467,AT76,BLR,27729055,27729145,27729049,463.8928171,1.0,0.0,1.0,0.0
468,AT76,BLR,27727615,27727705,27727617,463.8928171,1.0,0.0,1.0,0.0
469,AT76,BLR,27726175,27726265,27726196,463.8928171,1.0,0.0,1.0,0.0
470,AT76,BLR,27724735,27724825,27724740,463.8928171,1.0,0.0,1.0,0.0
471,AT76,BLR,27723295,27723385,27723311,463.8928171,1.0,0.0,1.0,0.0
472,AT76,BLR,27721855,27721945,27721866,463.8928171,1.0,0.0,1.0,0.0
473,AT76,BLR,27720415,27720505,27720465,463.8928171,1.0,0.0,1.0,0.0
474,AT76,BLR,27718975,27719065,27718981,463.8928171,1.0,0.0,1.0,0.0
475,AT76,BLR,27717535,27717625,27717551,463.8928171,1.0,0.0,1.0,0.0
476,AT76,BLR,27716095,27716185,27716110,463.8928171,1.0,0.0,1.0,0.0
477,AT76,BLR,27714655,27714745,27714678,463.8928171,1.0,0.0,1.0,0.0
478,AT76,BLR,27713215,27713305,27713215,463.8928171,1.0,0.0,1.0,0.0
479,AT76,BLR,27711775,27711865,27712034,463.8928171,1.0,0.0,1.0,0.0
480,AT76,BLR,27710335,27710425,27710338,463.8928171,1.0,0.0,1.0,0.0
481,AT76,BLR,27708895,27708985,27708887,463.8928171,1.0,0.0,1.0,0.0
482,AT76,BLR,27707455,27707545,27707468,463.8928171,1.0,0.0,1.0,0.0
483,AT76,BLR,27706015,27706105,27706036,463.8928171,1.0,0.0,1.0,0.0
484,AT76,BLR,27704575,27704665,27704577,463.8928171,1.0,0.0,1.0,0.0
485,AT76,BLR,27703135,27703225,27703139,463.8928171,1.0,0.0,1.0,0.0
486,AT76,BLR,27700255,27700345,27700256,463.8928171,1.0,0.0,1.0,0.0
487,AT76,BLR,27698815,27698905,27698820,463.8928171,1.0,0.0,1.0,0.0
488,AT76,BLR,27697375,27697465,27697388,463.8928171,1.0,0.0,1.0,0.0
489,AT76,BLR,27695935,27696025,27695944,463.8928171,1.0,0.0,1.0,0.0
490,AT76,BLR,27694495,27694585,27694472,463.8928171,1.0,0.0,1.0,0.0
491,AT76,BLR,27693055,27693145,27693048,463.8928171,1.0,0.0,1.0,0.0
492,AT76,BLR,27691615,27691705,27691625,463.8928171,1.0,0.0,1.0,0.0
493,AT76,BLR,27690175,27690265,27690178,463.8928171,1.0,0.0,1.0,0.0
494,AT76,BLR,27688735,27688825,27688950,463.8928171,1.0,0.0,1.0,0.0
495,AT76,BLR,27687295,27687385,27687301,463.8928171,1.0,0.0,1.0,0.0
496,AT76,BLR,27685855,27685945,27685869,463.8928171,1.0,0.0,1.0,0.0
497,AT76,BLR,27684415,27684505,27684425,463.8928171,1.0,0.0,1.0,0.0
498,AT76,BLR,27682975,27683065,27683011,463.8928171,1.0,0.0,1.0,0.0
499,AT76,BLR,27681535,27681625,27681554,463.8928171,1.0,0.0,1.0,0.0
500,AT76,BLR,27680095,27680185,27680101,463.8928171,1.0,0.0,1.0,0.0
501,AT76,BLR,27678655,27678745,27678652,463.8928171,1.0,0.0,1.0,0.0
502,AT76,BLR,27677215,27677305,27677309,463.8928171,1.0,0.0,1.0,0.0
503,AT76,BLR,27675775,27675865,27675780,463.8928171,1.0,0.0,1.0,0.0
504,AT76,BLR,27674335,27674425,27674341,463.8928171,1.0,0.0,1.0,0.0
505,AT76,BLR,27672895,27672985,27672920,463.8928171,1.0,0.0,1.0,0.0
506,AT76,BLR,27671455,27671545,27671467,463.8928171,1.0,0.0,1.0,0.0
507,AT76,BLR,27670015,27670105,27670019,463.8928171,1.0,0.0,1.0,0.0
508,AT76,BLR,27668575,27668665,27668580,463.8928171,1.0,0.0,1.0,0.0
509,AT76,BLR,27667135,27667225,27667158,463.8928171,1.0,0.0,1.0,0.0
510,AT76,BLR,27665695,27665785,27665709,463.8928171,1.0,0.0,1.0,0.0
511,AT76,BLR,27664255,27664345,27664257,463.8928171,1.0,0.0,1.0,0.0
512,AT76,BLR,27662815,27662905,27662809,463.8928171,1.0,0.0,1.0,0.0
513,AT76,BLR,27661375,27661465,27661390,463.8928171,1.0,0.0,1.0,0.0
514,AT76,BLR,27659935,27660025,27659952,463.8928171,1.0,0.0,1.0,0.0
515,AT76,BLR,27658495,27658585,27658496,463.8928171,1.0,0.0,1.0,0.0
516,AT76,BLR,27657055,27657145,27657070,463.8928171,1.0,0.0,1.0,0.0
517,AT76,BLR,27655615,27655705,27655647,463.8928171,1.0,0.0,1.0,0.0
518,AT76,BLR,27654175,27654265,27654173,463.8928171,1.0,0.0,1.0,0.0
519,AT76,BLR,27652735,27652825,27652744,463.8928171,1.0,0.0,1.0,0.0
520,AT76,BLR,27651295,27651385,27651304,463.8928171,1.0,0.0,1.0,0.0
521,AT76,BLR,27649855,27649945,27649854,463.8928171,1.0,0.0,1.0,0.0
522,AT76,BLR,27648415,27648505,27648427,463.8928171,1.0,0.0,1.0,0.0
523,AT76,BLR,27646975,27647065,27646979,463.8928171,1.0,0.0,1.0,0.0
524,AT76,BLR,27645535,27645625,27645547,463.8928171,1.0,0.0,1.0,0.0
525,AT76,BLR,27644095,27644185,27644093,463.8928171,1.0,0.0,1.0,0.0
526,AT76,BLR,27642655,27642745,27642661,463.8928171,1.0,0.0,1.0,0.0
527,AT76,BLR,27641215,27641305,27641389,463.8928171,1.0,0.0,1.0,0.0
528,AT76,BLR,27636895,27636985,27637155,463.8928171,1.0,0.0,1.0,0.0
529,AT76,BLR,27635455,27635545,27635479,463.8928171,1.0,0.0,1.0,0.0
530,AT76,BLR,27634015,27634105,27634015,463.8928171,1.0,0.0,1.0,0.0
531,AT76,BLR,27632575,27632665,27632575,463.8928171,1.0,0.0,1.0,0.0
532,AT76,BLR,27631135,27631225,27631136,463.8928171,1.0,0.0,1.0,0.0
533,AT76,BLR,27629695,27629785,27629703,463.8928171,1.0,0.0,1.0,0.0
534,AT76,BLR,27628255,27628345,27628339,463.8928171,1.0,0.0,1.0,0.0
535,AT76,BLR,27626815,27626905,27626816,463.8928171,1.0,0.0,1.0,0.0
536,AT76,BLR,27625375,27625465,27625392,463.8928171,1.0,0.0,1.0,0.0
537,AT76,BLR,27623935,27624025,27624205,463.8928171,1.0,0.0,1.0,0.0
538,AT76,BLR,27623935,27624025,27623935,463.8928171,1.0,0.0,1.0,0.0
539,AT76,BLR,27622495,27622585,27622511,463.8928171,1.0,0.0,1.0,0.0
540,AT76,BLR,27621055,27621145,27621062,463.8928171,1.0,0.0,1.0,0.0
541,AT76,BLR,27619615,27619705,27619624,463.8928171,1.0,0.0,1.0,0.0
542,AT76,BLR,27618175,27618265,27618169,463.8928171,1.0,0.0,1.0,0.0
543,AT76,BLR,27616735,27616825,27616742,463.8928171,1.0,0.0,1.0,0.0
544,AT76,BLR,27615295,27615385,27615382,463.8928171,1.0,0.0,1.0,0.0
545,AT76,BLR,27613855,27613945,27613854,463.8928171,1.0,0.0,1.0,0.0
546,AT76,BLR,27612415,27612505,27612431,463.8928171,1.0,0.0,1.0,0.0
547,AT76,BLR,27610975,27611065,27610973,463.8928171,1.0,0.0,1.0,0.0
548,AT76,BLR,27609535,27609625,27609531,463.8928171,1.0,0.0,1.0,0.0
549,AT76,BLR,27608095,27608185,27608103,463.8928171,1.0,0.0,1.0,0.0
550,AT76,BLR,27606655,27606745,27606692,463.8928171,1.0,0.0,1.0,0.0
